Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played,Year,Winrate
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Breeze,LEVIATÁN,"['viper', 'sova', 'jett', 'kayo', 'cypher']",1,1,2,2024,0.5
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Icebox,LEVIATÁN,"['viper', 'sova', 'killjoy', 'jett', 'harbor']",1,0,1,2024,1.0
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Lotus,LEVIATÁN,"['viper', 'omen', 'raze', 'killjoy', 'fade']",1,1,2,2024,0.5
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Sunset,LEVIATÁN,"['omen', 'raze', 'cypher', 'gekko', 'breach']",1,1,2,2024,0.5
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,Paper Rex,"['brimstone', 'harbor', 'raze', 'reyna', 'skye']",1,1,2,2024,0.5
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Breeze,Paper Rex,"['viper', 'sova', 'jett', 'harbor', 'reyna']",0,1,1,2024,0.0
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Icebox,Paper Rex,"['viper', 'killjoy', 'jett', 'kayo', 'sage']",0,1,1,2024,0.0
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Lotus,Paper Rex,"['omen', 'raze', 'jett', 'skye', 'breach']",0,1,1,2024,0.0
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,Paper Rex,"['viper', 'omen', 'raze', 'jett', 'skye']",1,0,1,2024,1.0
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Sunset,Paper Rex,"['omen', 'raze', 'gekko', 'breach', 'sage']",2,0,2,2024,1.0
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Breeze,T1,"['viper', 'sova', 'jett', 'harbor', 'yoru']",0,2,2,2024,0.0
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Icebox,T1,"['viper', 'sova', 'sage', 'reyna', 'chamber']",1,0,1,2024,1.0
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Lotus,T1,"['viper', 'omen', 'raze', 'fade', 'chamber']",0,1,1,2024,0.0
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Sunset,T1,"['omen', 'raze', 'gekko', 'breach', 'sage']",0,1,1,2024,0.0
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Ascent,Team Heretics,"['jett', 'kayo', 'killjoy', 'omen', 'sova']",1,1,2,2024,0.5
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Bind,Team Heretics,"['brimstone', 'fade', 'gekko', 'raze', 'viper']",3,1,4,2024,0.75
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Breeze,Team Heretics,"['viper', 'sova', 'jett', 'cypher', 'skye']",0,1,1,2024,0.0
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Icebox,Team Heretics,"['viper', 'sova', 'killjoy', 'jett', 'kayo']",5,0,5,2024,1.0
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Lotus,Team Heretics,"['breach', 'cypher', 'fade', 'omen', 'raze']",2,3,5,2024,0.4
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Split,Team Heretics,"['viper', 'omen', 'raze', 'cypher', 'skye']",1,2,3,2024,0.3333333333333333
Champions Tour 2024: Masters Shanghai,All Stages,All Match Types,Sunset,Team Heretics,"['omen', 'raze', 'sova', 'kayo', 'cypher']",5,0,5,2024,1.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,BLEED,"['viper', 'sova', 'skye', 'harbor', 'neon']",0,1,1,2024,0.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Icebox,BLEED,"['viper', 'jett', 'killjoy', 'sova', 'harbor']",1,0,1,2024,1.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Lotus,BLEED,"['omen', 'raze', 'killjoy', 'skye', 'breach']",0,1,1,2024,0.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Split,BLEED,"['viper', 'omen', 'raze', 'cypher', 'skye']",0,1,1,2024,0.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Sunset,BLEED,"['viper', 'omen', 'raze', 'sova', 'cypher']",0,1,1,2024,0.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Ascent,DRX,"['omen', 'jett', 'killjoy', 'sova', 'kayo']",1,0,1,2024,1.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Bind,DRX,"['viper', 'cypher', 'gekko', 'yoru', 'brimstone']",0,1,1,2024,0.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,DRX,"['viper', 'jett', 'sova', 'cypher', 'yoru']",1,0,1,2024,1.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Lotus,DRX,"['fade', 'killjoy', 'omen', 'raze', 'viper']",1,1,2,2024,0.5
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Split,DRX,"['viper', 'omen', 'raze', 'cypher', 'breach']",1,0,1,2024,1.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,DetonatioN FocusMe,"['viper', 'sova', 'cypher', 'yoru', 'harbor']",0,2,2,2024,0.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Lotus,DetonatioN FocusMe,"['viper', 'omen', 'raze', 'killjoy', 'skye']",0,2,2,2024,0.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Ascent,Gen.G,"['omen', 'jett', 'killjoy', 'sova', 'kayo']",2,0,2,2024,1.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Bind,Gen.G,"['viper', 'raze', 'cypher', 'skye', 'brimstone']",2,0,2,2024,1.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Gen.G,"['viper', 'jett', 'cypher', 'skye', 'astra']",1,2,3,2024,0.3333333333333333
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Icebox,Gen.G,"['viper', 'jett', 'killjoy', 'kayo', 'gekko']",4,0,4,2024,1.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Lotus,Gen.G,"['viper', 'omen', 'raze', 'killjoy', 'fade']",4,1,5,2024,0.8
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Split,Gen.G,"['viper', 'raze', 'jett', 'skye', 'astra']",0,2,2,2024,0.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Sunset,Gen.G,"['viper', 'omen', 'raze', 'cypher', 'skye']",1,1,2,2024,0.5
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Bind,Global Esports,"['viper', 'raze', 'cypher', 'kayo', 'gekko']",0,2,2,2024,0.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Icebox,Global Esports,"['viper', 'jett', 'killjoy', 'sova', 'kayo']",0,2,2,2024,0.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Lotus,Global Esports,"['omen', 'raze', 'cypher', 'fade', 'gekko']",0,1,1,2024,0.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Split,Global Esports,"['omen', 'raze', 'cypher', 'gekko', 'breach']",1,0,1,2024,1.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Sunset,Global Esports,"['viper', 'omen', 'raze', 'fade', 'gekko']",1,0,1,2024,1.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Ascent,Paper Rex,"['viper', 'omen', 'raze', 'fade', 'gekko']",1,1,2,2024,0.5
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Bind,Paper Rex,"['raze', 'fade', 'gekko', 'yoru', 'brimstone']",0,1,1,2024,0.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Paper Rex,"['viper', 'omen', 'sova', 'yoru', 'harbor']",0,1,1,2024,0.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Lotus,Paper Rex,"['cypher', 'jett', 'omen', 'raze', 'skye']",1,1,2,2024,0.5
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Split,Paper Rex,"['viper', 'omen', 'raze', 'jett', 'yoru']",2,0,2,2024,1.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Sunset,Paper Rex,"['viper', 'omen', 'kayo', 'gekko', 'sage']",1,0,1,2024,1.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Rex Regum Qeon,"['viper', 'jett', 'sova', 'cypher', 'yoru']",1,0,1,2024,1.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Icebox,Rex Regum Qeon,"['viper', 'jett', 'killjoy', 'sova', 'gekko']",0,2,2,2024,0.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Lotus,Rex Regum Qeon,"['viper', 'omen', 'raze', 'fade', 'chamber']",0,1,1,2024,0.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Split,Rex Regum Qeon,"['viper', 'raze', 'cypher', 'skye', 'astra']",1,0,1,2024,1.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Sunset,Rex Regum Qeon,"['omen', 'raze', 'cypher', 'fade', 'harbor']",0,1,1,2024,0.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Ascent,T1,"['viper', 'omen', 'jett', 'cypher', 'fade']",0,2,2,2024,0.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,T1,"['viper', 'jett', 'sova', 'yoru', 'harbor']",1,0,1,2024,1.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Lotus,T1,"['viper', 'omen', 'raze', 'fade', 'chamber']",2,0,2,2024,1.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Split,T1,"['viper', 'raze', 'jett', 'skye', 'astra']",0,1,1,2024,0.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Sunset,T1,"['viper', 'omen', 'raze', 'sova', 'cypher']",1,0,1,2024,1.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Ascent,Talon Esports,"['omen', 'jett', 'killjoy', 'sova', 'kayo']",1,2,3,2024,0.3333333333333333
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Talon Esports,"['viper', 'sova', 'yoru', 'harbor', 'neon']",1,1,2,2024,0.5
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Split,Talon Esports,"['raze', 'sova', 'cypher', 'skye', 'astra']",0,1,1,2024,0.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Ascent,Team Secret,"['omen', 'jett', 'killjoy', 'sova', 'kayo']",2,1,3,2024,0.6666666666666666
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Team Secret,"['viper', 'jett', 'sova', 'cypher', 'kayo']",3,1,4,2024,0.75
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Icebox,Team Secret,"['viper', 'jett', 'killjoy', 'sova', 'sage']",1,1,2,2024,0.5
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Lotus,Team Secret,"['viper', 'omen', 'raze', 'killjoy', 'skye']",1,1,2,2024,0.5
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Ascent,ZETA DIVISION,"['omen', 'jett', 'killjoy', 'sova', 'kayo']",1,2,3,2024,0.3333333333333333
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Bind,ZETA DIVISION,"['viper', 'raze', 'cypher', 'skye', 'brimstone']",2,0,2,2024,1.0
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Icebox,ZETA DIVISION,"['viper', 'jett', 'killjoy', 'sova', 'harbor']",1,2,3,2024,0.3333333333333333
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Lotus,ZETA DIVISION,"['viper', 'omen', 'raze', 'killjoy', 'fade']",1,1,2,2024,0.5
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Sunset,ZETA DIVISION,"['omen', 'raze', 'cypher', 'fade', 'breach']",0,1,1,2024,0.0
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Ascent,BLEED,"['omen', 'jett', 'killjoy', 'kayo', 'sova']",2,1,3,2024,0.6666666666666666
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Bind,BLEED,"['brimstone', 'gekko', 'raze', 'skye', 'viper']",0,3,3,2024,0.0
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Breeze,BLEED,"['viper', 'jett', 'sova', 'cypher', 'yoru']",0,1,1,2024,0.0
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Icebox,BLEED,"['gekko', 'harbor', 'jett', 'kayo', 'killjoy']",0,2,2,2024,0.0
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Lotus,BLEED,"['viper', 'omen', 'raze', 'killjoy', 'fade']",1,3,4,2024,0.25
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Split,BLEED,"['viper', 'omen', 'raze', 'jett', 'skye']",1,0,1,2024,1.0
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Sunset,BLEED,"['omen', 'raze', 'kayo', 'cypher', 'gekko']",0,1,1,2024,0.0
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Ascent,DRX,"['cypher', 'jett', 'kayo', 'omen', 'sova']",2,2,4,2024,0.5
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Bind,DRX,"['viper', 'raze', 'kayo', 'cypher', 'brimstone']",4,1,5,2024,0.8
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Breeze,DRX,"['cypher', 'jett', 'sova', 'viper', 'yoru']",1,1,2,2024,0.5
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Lotus,DRX,"['viper', 'omen', 'raze', 'killjoy', 'fade']",2,1,3,2024,0.6666666666666666
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Split,DRX,"['viper', 'omen', 'raze', 'cypher', 'skye']",2,0,2,2024,1.0
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Sunset,DRX,"['breach', 'cypher', 'fade', 'omen', 'raze']",1,1,2,2024,0.5
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Ascent,DetonatioN FocusMe,"['viper', 'omen', 'raze', 'kayo', 'cypher']",1,2,3,2024,0.3333333333333333
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Breeze,DetonatioN FocusMe,"['viper', 'omen', 'sova', 'cypher', 'yoru']",1,0,1,2024,1.0
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Lotus,DetonatioN FocusMe,"['viper', 'omen', 'raze', 'killjoy', 'fade']",1,4,5,2024,0.2
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Split,DetonatioN FocusMe,"['viper', 'omen', 'raze', 'cypher', 'skye']",1,2,3,2024,0.3333333333333333
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Sunset,DetonatioN FocusMe,"['viper', 'omen', 'raze', 'cypher', 'gekko']",1,1,2,2024,0.5
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Ascent,Gen.G,"['omen', 'jett', 'killjoy', 'kayo', 'sova']",4,2,6,2024,0.6666666666666666
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Bind,Gen.G,"['viper', 'raze', 'cypher', 'skye', 'brimstone']",2,3,5,2024,0.4
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Breeze,Gen.G,"['viper', 'jett', 'sova', 'yoru', 'astra']",1,1,2,2024,0.5
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Icebox,Gen.G,"['gekko', 'jett', 'kayo', 'killjoy', 'viper']",1,2,3,2024,0.3333333333333333
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Lotus,Gen.G,"['viper', 'omen', 'raze', 'killjoy', 'fade']",5,0,5,2024,1.0
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Split,Gen.G,"['viper', 'omen', 'raze', 'jett', 'skye']",2,3,5,2024,0.4
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Sunset,Gen.G,"['omen', 'jett', 'kayo', 'sova', 'cypher']",2,1,3,2024,0.6666666666666666
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Ascent,Global Esports,"['omen', 'jett', 'killjoy', 'kayo', 'sova']",1,2,3,2024,0.3333333333333333
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Breeze,Global Esports,"['viper', 'jett', 'kayo', 'sova', 'cypher']",0,1,1,2024,0.0
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Icebox,Global Esports,"['viper', 'jett', 'killjoy', 'gekko', 'sage']",3,1,4,2024,0.75
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Lotus,Global Esports,"['viper', 'omen', 'raze', 'killjoy', 'fade']",2,2,4,2024,0.5
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Split,Global Esports,"['viper', 'omen', 'raze', 'cypher', 'skye']",0,1,1,2024,0.0
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Sunset,Global Esports,"['gekko', 'kayo', 'killjoy', 'omen', 'raze']",0,2,2,2024,0.0
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Ascent,Paper Rex,"['omen', 'jett', 'kayo', 'sova', 'sage']",1,1,2,2024,0.5
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Bind,Paper Rex,"['brimstone', 'gekko', 'harbor', 'raze', 'skye']",4,2,6,2024,0.6666666666666666
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Icebox,Paper Rex,"['viper', 'jett', 'killjoy', 'kayo', 'sage']",3,1,4,2024,0.75
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Lotus,Paper Rex,"['breach', 'jett', 'omen', 'raze', 'skye']",4,2,6,2024,0.6666666666666666
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Split,Paper Rex,"['viper', 'omen', 'raze', 'jett', 'skye']",1,0,1,2024,1.0
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Sunset,Paper Rex,"['breach', 'gekko', 'omen', 'raze', 'sage']",4,1,5,2024,0.8
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Ascent,Rex Regum Qeon,"['omen', 'jett', 'killjoy', 'kayo', 'sova']",1,1,2,2024,0.5
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Breeze,Rex Regum Qeon,"['viper', 'jett', 'sova', 'cypher', 'yoru']",1,1,2,2024,0.5
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Icebox,Rex Regum Qeon,"['viper', 'jett', 'killjoy', 'sova', 'gekko']",2,1,3,2024,0.6666666666666666
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Lotus,Rex Regum Qeon,"['viper', 'omen', 'raze', 'killjoy', 'fade']",1,2,3,2024,0.3333333333333333
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Split,Rex Regum Qeon,"['viper', 'omen', 'raze', 'cypher', 'skye']",1,1,2,2024,0.5
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Ascent,T1,"['omen', 'jett', 'killjoy', 'kayo', 'sova']",2,1,3,2024,0.6666666666666666
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Bind,T1,"['gekko', 'harbor', 'raze', 'skye', 'viper']",0,5,5,2024,0.0
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Breeze,T1,"['viper', 'jett', 'sova', 'harbor', 'yoru']",2,0,2,2024,1.0
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Icebox,T1,"['viper', 'sova', 'chamber', 'sage', 'reyna']",0,1,1,2024,0.0
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Lotus,T1,"['chamber', 'fade', 'omen', 'raze', 'viper']",4,4,8,2024,0.5
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Split,T1,"['viper', 'omen', 'raze', 'jett', 'skye']",0,1,1,2024,0.0
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Sunset,T1,"['cypher', 'gekko', 'kayo', 'omen', 'raze']",2,3,5,2024,0.4
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Ascent,Talon Esports,"['omen', 'jett', 'killjoy', 'kayo', 'sova']",0,1,1,2024,0.0
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Bind,Talon Esports,"['viper', 'raze', 'gekko', 'skye', 'harbor']",3,0,3,2024,1.0
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Breeze,Talon Esports,"['viper', 'jett', 'sova', 'cypher', 'yoru']",2,0,2,2024,1.0
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Icebox,Talon Esports,"['viper', 'jett', 'killjoy', 'kayo', 'gekko']",1,1,2,2024,0.5
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Lotus,Talon Esports,"['fade', 'killjoy', 'omen', 'raze', 'viper']",3,3,6,2024,0.5
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Sunset,Talon Esports,"['breach', 'cypher', 'fade', 'neon', 'omen']",0,2,2,2024,0.0
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Breeze,Team Secret,"['viper', 'jett', 'kayo', 'sova', 'cypher']",0,3,3,2024,0.0
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Icebox,Team Secret,"['viper', 'jett', 'killjoy', 'kayo', 'sova']",2,1,3,2024,0.6666666666666666
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Lotus,Team Secret,"['fade', 'killjoy', 'omen', 'raze', 'viper']",1,4,5,2024,0.2
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Split,Team Secret,"['omen', 'raze', 'cypher', 'fade', 'breach']",1,0,1,2024,1.0
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Sunset,Team Secret,"['omen', 'raze', 'sova', 'cypher', 'breach']",4,2,6,2024,0.6666666666666666
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Ascent,ZETA DIVISION,"['omen', 'jett', 'killjoy', 'kayo', 'sova']",1,2,3,2024,0.3333333333333333
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Bind,ZETA DIVISION,"['viper', 'raze', 'gekko', 'skye', 'brimstone']",1,0,1,2024,1.0
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Icebox,ZETA DIVISION,"['viper', 'jett', 'killjoy', 'kayo', 'gekko']",0,2,2,2024,0.0
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Lotus,ZETA DIVISION,"['viper', 'omen', 'gekko', 'chamber', 'neon']",2,1,3,2024,0.6666666666666666
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Split,ZETA DIVISION,"['viper', 'breach', 'chamber', 'yoru', 'astra']",0,1,1,2024,0.0
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Sunset,ZETA DIVISION,"['viper', 'omen', 'sova', 'chamber', 'phoenix']",2,2,4,2024,0.5
Champions Tour 2024: Pacific Stage 2,All Stages,All Match Types,Ascent,BLEED,"['omen', 'sova', 'jett', 'kayo', 'killjoy']",1,2,3,2024,0.3333333333333333
Champions Tour 2024: Pacific Stage 2,All Stages,All Match Types,Bind,BLEED,"['cypher', 'raze', 'skye', 'brimstone', 'deadlock']",0,1,1,2024,0.0
Champions Tour 2024: Pacific Stage 2,All Stages,All Match Types,Icebox,BLEED,"['sova', 'jett', 'kayo', 'killjoy', 'viper']",0,1,1,2024,0.0
Champions Tour 2024: Pacific Stage 2,All Stages,All Match Types,Lotus,BLEED,"['breach', 'killjoy', 'neon', 'omen', 'sova']",1,1,2,2024,0.5
Champions Tour 2024: Pacific Stage 2,All Stages,All Match Types,Split,BLEED,"['omen', 'cypher', 'raze', 'fade', 'deadlock']",0,1,1,2024,0.0
Champions Tour 2024: Pacific Stage 2,All Stages,All Match Types,Sunset,BLEED,"['cypher', 'kayo', 'omen', 'raze', 'sova']",1,2,3,2024,0.3333333333333333
