Tournament,Stage,Match Type,Map,Team,Composition,Winrate,Total Maps Played
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,Icebox,EDward Gaming,"gekko,jett,killjoy,sova,viper",0.0,1
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,Icebox,FunPlus Phoenix,"clove,jett,kayo,killjoy,viper",1.0,1
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,Sunset,EDward Gaming,"cypher,kayo,neon,omen,sova",1.0,1
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,Sunset,FunPlus Phoenix,"cypher,fade,omen,viper,yoru",0.0,1
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Icebox,Bilibili Gaming,"jett,kayo,killjoy,sage,viper",1.0,1
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Icebox,JDG Esports,"deadlock,jett,kayo,killjoy,viper",0.0,1
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Lotus,All Gamers,"cypher,deadlock,fade,omen,raze",0.0,1
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Lotus,Trace Esports,"fade,killjoy,omen,raze,viper",1.0,1
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Sunset,All Gamers,"breach,cypher,gekko,omen,raze",0.0,1
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Sunset,Bilibili Gaming,"chamber,gekko,omen,raze,sage",1.0,1
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Sunset,JDG Esports,"cypher,kayo,omen,raze,sova",0.0,1
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Sunset,Trace Esports,"breach,cypher,omen,raze,sova",1.0,1
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Abyss,FunPlus Phoenix,"cypher,fade,omen,viper,yoru",1.0,1
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Abyss,Trace Esports,"cypher,kayo,omen,raze,viper",0.0,1
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Ascent,FunPlus Phoenix,"astra,jett,kayo,omen,sova",0.0,1
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Ascent,Trace Esports,"jett,kayo,killjoy,omen,sova",1.0,1
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Bind,FunPlus Phoenix,"brimstone,cypher,gekko,jett,sova",1.0,1
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Bind,Trace Esports,"brimstone,cypher,deadlock,raze,skye",0.0,1
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Haven,FunPlus Phoenix,"breach,cypher,jett,kayo,omen",1.0,1
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Haven,Trace Esports,"breach,jett,killjoy,omen,sova",0.0,1
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Lotus,FunPlus Phoenix,"astra,gekko,omen,raze,viper",0.0,1
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Lotus,Trace Esports,"fade,killjoy,omen,raze,viper",1.0,1
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,Ascent,Bilibili Gaming,"jett,kayo,killjoy,omen,sova",0.0,1
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,Ascent,FunPlus Phoenix,"astra,jett,kayo,omen,sova",1.0,1
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,Icebox,Bilibili Gaming,"jett,kayo,killjoy,sage,viper",1.0,1
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,Icebox,FunPlus Phoenix,"clove,jett,kayo,killjoy,viper",0.0,1
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,Lotus,Bilibili Gaming,"breach,cypher,fade,omen,raze",0.0,1
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,Lotus,FunPlus Phoenix,"astra,gekko,omen,raze,viper",1.0,1
Champions Tour 2024: China Stage 2,Playoffs,Upper Final,Abyss,EDward Gaming,"gekko,jett,omen,sova,yoru",1.0,1
Champions Tour 2024: China Stage 2,Playoffs,Upper Final,Abyss,Trace Esports,"cypher,omen,raze,skye,viper",0.0,1
Champions Tour 2024: China Stage 2,Playoffs,Upper Final,Sunset,EDward Gaming,"cypher,kayo,neon,omen,sova",1.0,1
Champions Tour 2024: China Stage 2,Playoffs,Upper Final,Sunset,Trace Esports,"breach,cypher,omen,raze,sova",0.0,1
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,Ascent,FunPlus Phoenix,"astra,jett,kayo,omen,sova",0.0,1
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,Ascent,Trace Esports,"jett,kayo,killjoy,omen,sova",1.0,1
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,Bind,Bilibili Gaming,"brimstone,cypher,raze,skye,viper",1.0,1
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,Bind,EDward Gaming,"brimstone,fade,jett,raze,skye",0.0,1
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,Haven,FunPlus Phoenix,"breach,cypher,jett,kayo,omen",0.0,1
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,Haven,Trace Esports,"breach,jett,killjoy,omen,sova",1.0,1
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,Lotus,Bilibili Gaming,"breach,cypher,fade,omen,raze",0.0,1
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,Lotus,EDward Gaming,"breach,clove,fade,neon,omen",1.0,1
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,Sunset,Bilibili Gaming,"chamber,gekko,omen,raze,sage",0.0,1
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,Sunset,EDward Gaming,"cypher,kayo,neon,omen,sova",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 1,Bind,Bilibili Gaming,"brimstone,cypher,raze,skye,viper",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 1,Bind,Wolves Esports,"brimstone,fade,gekko,raze,viper",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 1,Icebox,All Gamers,"gekko,jett,kayo,killjoy,viper",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 1,Icebox,JDG Esports,"deadlock,jett,kayo,killjoy,viper",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 1,Icebox,TYLOO,"jett,kayo,killjoy,sova,viper",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 1,Icebox,Titan Esports Club,"jett,kayo,killjoy,sova,viper",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 1,Lotus,JDG Esports,"fade,killjoy,omen,raze,viper",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 1,Lotus,Titan Esports Club,"fade,killjoy,omen,raze,viper",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 1,Sunset,All Gamers,"breach,cypher,gekko,omen,raze",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 1,Sunset,Bilibili Gaming,"chamber,gekko,omen,raze,sage",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 1,Sunset,TYLOO,"gekko,kayo,omen,sage,viper",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 1,Sunset,Wolves Esports,"breach,gekko,omen,raze,sage",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Ascent,Bilibili Gaming,"jett,kayo,killjoy,omen,sova",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Ascent,Dragon Ranger Gaming,"cypher,jett,kayo,omen,sova",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Ascent,Nova Esports,"breach,jett,kayo,omen,sova",0.0,2
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Bind,Bilibili Gaming,"brimstone,cypher,raze,skye,viper",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Bind,EDward Gaming,"brimstone,fade,jett,raze,skye",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Bind,Nova Esports,"breach,gekko,omen,raze,skye",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Bind,Wolves Esports,"brimstone,fade,gekko,raze,viper",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Haven,FunPlus Phoenix,"breach,cypher,jett,kayo,omen",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Haven,Trace Esports,"breach,jett,killjoy,omen,sova",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Icebox,All Gamers,"gekko,jett,kayo,killjoy,viper",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Icebox,EDward Gaming,"jett,kayo,killjoy,sova,viper",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Icebox,Titan Esports Club,"harbor,jett,killjoy,sova,viper",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Icebox,Wolves Esports,"gekko,jett,kayo,killjoy,viper",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Lotus,Dragon Ranger Gaming,"fade,killjoy,neon,omen,viper",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Lotus,FunPlus Phoenix,"astra,gekko,omen,raze,viper",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Lotus,Nova Esports,"fade,killjoy,omen,raze,viper",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Lotus,Trace Esports,"fade,killjoy,omen,raze,viper",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Split,Bilibili Gaming,"cypher,omen,raze,skye,viper",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Split,EDward Gaming,"cypher,omen,raze,skye,viper",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Split,Nova Esports,"astra,raze,sage,skye,viper",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Split,TYLOO,"cypher,omen,raze,skye,viper",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Split,Trace Esports,"cypher,omen,raze,skye,viper",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Split,Wolves Esports,"breach,cypher,omen,raze,yoru",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Sunset,All Gamers,"breach,cypher,gekko,omen,raze",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Sunset,Dragon Ranger Gaming,"cypher,kayo,neon,omen,sova",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Sunset,FunPlus Phoenix,"astra,jett,omen,sova,yoru",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Sunset,Nova Esports,"chamber,kayo,omen,phoenix,raze",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Sunset,TYLOO,"breach,brimstone,cypher,neon,sova",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Sunset,Titan Esports Club,"breach,cypher,fade,neon,omen",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Sunset,Trace Esports,"breach,cypher,omen,raze,sova",0.5,2
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Ascent,All Gamers,"jett,kayo,killjoy,omen,sova",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Ascent,Bilibili Gaming,"jett,kayo,killjoy,omen,sova",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Ascent,Dragon Ranger Gaming,"cypher,jett,kayo,omen,sova",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Ascent,FunPlus Phoenix,"astra,jett,kayo,omen,sova",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Ascent,TYLOO,"jett,kayo,killjoy,omen,sova",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Ascent,Titan Esports Club,"jett,kayo,killjoy,omen,sova",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Bind,EDward Gaming,"brimstone,fade,jett,raze,skye",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Bind,JDG Esports,"astra,breach,cypher,deadlock,raze",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Bind,Nova Esports,"breach,gekko,omen,raze,skye",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Bind,TYLOO,"brimstone,gekko,raze,skye,viper",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Bind,Titan Esports Club,"brimstone,chamber,raze,skye,viper",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Bind,Trace Esports,"brimstone,raze,skye,viper,yoru",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Haven,All Gamers,"breach,cypher,jett,omen,sova",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Haven,Dragon Ranger Gaming,"breach,cypher,jett,omen,sova",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Haven,EDward Gaming,"breach,cypher,gekko,neon,omen",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Haven,FunPlus Phoenix,"breach,cypher,jett,kayo,omen",0.5,2
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Haven,JDG Esports,"cypher,fade,gekko,jett,omen",0.5,2
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Haven,Trace Esports,"breach,jett,killjoy,omen,sova",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Icebox,Nova Esports,"gekko,jett,kayo,killjoy,viper",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Icebox,TYLOO,"gekko,jett,kayo,killjoy,viper",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Icebox,Titan Esports Club,"jett,kayo,killjoy,sova,viper",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Icebox,Wolves Esports,"gekko,jett,kayo,killjoy,viper",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Lotus,Bilibili Gaming,"breach,cypher,fade,omen,raze",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Lotus,Dragon Ranger Gaming,"fade,killjoy,neon,omen,viper",0.5,2
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Lotus,EDward Gaming,"breach,chamber,neon,omen,sova",0.5,2
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Lotus,Nova Esports,"fade,killjoy,omen,raze,viper",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Sunset,All Gamers,"breach,cypher,gekko,omen,raze",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Sunset,FunPlus Phoenix,"astra,jett,omen,sova,yoru",1.0,2
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Sunset,JDG Esports,"cypher,omen,raze,sova,viper",0.0,2
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Sunset,Nova Esports,"chamber,kayo,omen,phoenix,raze",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Sunset,Trace Esports,"breach,cypher,omen,raze,sova",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Sunset,Wolves Esports,"breach,gekko,omen,raze,sage",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Ascent,Dragon Ranger Gaming,"cypher,jett,kayo,omen,sova",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Ascent,FunPlus Phoenix,"astra,jett,kayo,omen,sova",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Ascent,TYLOO,"jett,kayo,killjoy,omen,sova",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Ascent,Wolves Esports,"jett,kayo,killjoy,omen,sova",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Bind,Titan Esports Club,"brimstone,chamber,raze,skye,viper",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Bind,Trace Esports,"brimstone,cypher,raze,skye,viper",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Haven,All Gamers,"breach,cypher,jett,omen,sova",0.0,2
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Haven,Bilibili Gaming,"breach,cypher,jett,omen,sova",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Haven,EDward Gaming,"breach,cypher,neon,omen,sova",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Haven,FunPlus Phoenix,"breach,cypher,jett,kayo,omen",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Haven,JDG Esports,"cypher,fade,gekko,jett,omen",1.0,2
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Haven,TYLOO,"breach,jett,omen,skye,sova",0.5,2
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Haven,Titan Esports Club,"breach,jett,killjoy,omen,sova",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Haven,Trace Esports,"breach,jett,killjoy,omen,sova",1.0,2
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Icebox,All Gamers,"gekko,jett,kayo,killjoy,viper",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Icebox,Bilibili Gaming,"harbor,jett,killjoy,sova,viper",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Icebox,Dragon Ranger Gaming,"jett,kayo,killjoy,sova,viper",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Icebox,EDward Gaming,"gekko,kayo,killjoy,omen,viper",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Icebox,FunPlus Phoenix,"clove,jett,kayo,killjoy,viper",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Icebox,JDG Esports,"deadlock,jett,kayo,killjoy,viper",1.0,2
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Icebox,TYLOO,"gekko,jett,kayo,killjoy,viper",0.0,2
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Icebox,Wolves Esports,"gekko,jett,kayo,killjoy,viper",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Lotus,FunPlus Phoenix,"astra,gekko,omen,raze,viper",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Lotus,Titan Esports Club,"breach,chamber,fade,neon,omen",0.5,2
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Lotus,Trace Esports,"fade,killjoy,omen,raze,viper",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,All Gamers,"breach,cypher,gekko,omen,raze",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,FunPlus Phoenix,"astra,jett,omen,sova,yoru",0.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,Titan Esports Club,"breach,cypher,fade,neon,omen",1.0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,Trace Esports,"breach,cypher,omen,raze,sova",1.0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Ascent,BBL Esports,"jett,kayo,killjoy,omen,sova",0.0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Ascent,FNATIC,"jett,kayo,killjoy,omen,sova",1.0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Ascent,Karmine Corp,"harbor,raze,reyna,skye,viper",1.0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Ascent,Natus Vincere,"cypher,jett,kayo,omen,sova",1.0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Ascent,Team Vitality,"cypher,jett,kayo,omen,sova",0.0,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,BBL Esports,"breach,brimstone,raze,skye,viper",0.5,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,FUT Esports,"gekko,kayo,neon,omen,viper",0.5,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,KOI,"brimstone,fade,raze,skye,viper",0.3333,3
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,Karmine Corp,"omen,raze,skye,viper,yoru",0.5,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,Natus Vincere,"brimstone,gekko,kayo,raze,viper",0.0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,Team Heretics,"astra,kayo,sova,viper,yoru",1.0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,Team Liquid,"brimstone,gekko,raze,skye,viper",1.0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Breeze,BBL Esports,"cypher,jett,kayo,sova,viper",0.0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Breeze,Gentle Mates,"cypher,phoenix,sova,viper,yoru",1.0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Breeze,KOI,"cypher,kayo,sova,viper,yoru",0.0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Breeze,Natus Vincere,"cypher,omen,sova,viper,yoru",0.6667,3
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Breeze,Team Heretics,"cypher,kayo,sova,viper,yoru",1.0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Breeze,Team Liquid,"cypher,kayo,sova,viper,yoru",0.0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Breeze,Team Vitality,"astra,cypher,jett,skye,viper",0.5,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Icebox,FUT Esports,"chamber,fade,phoenix,sova,viper",0.0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Icebox,GIANTX,"killjoy,omen,raze,sova,viper",1.0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Icebox,KOI,"harbor,killjoy,sova,viper,yoru",0.0,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Icebox,Karmine Corp,"gekko,jett,killjoy,sage,viper",1.0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Icebox,Team Heretics,"kayo,killjoy,raze,sova,viper",0.0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Icebox,Team Liquid,"jett,killjoy,sage,sova,viper",1.0,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,FNATIC,"fade,killjoy,omen,raze,viper",0.5,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,FUT Esports,"astra,breach,gekko,raze,yoru",0.0,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,GIANTX,"killjoy,omen,raze,skye,viper",0.0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,Gentle Mates,"breach,killjoy,omen,phoenix,raze",0.0,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,Karmine Corp,"fade,killjoy,omen,raze,viper",0.8,5
